Region,Total_births,Year
05664 SAN PEDRO DE LOS MILAGROS,441,2008
05664 SAN PEDRO DE LOS MILAGROS,421,2009
05664 San Pedro de Los Milagros,398,2010
05664 San Pedro de Los Milagros,330,2011
05664 San Pedro de Los Milagros,310,2012
05664 San Pedro de Los Milagros,323,2013
05664 San Pedro de Los Milagros,346,2014
05664 San Pedro de Los Milagros,305,2015
05664 San Pedro de Los Milagros,314,2016
05664 San Pedro de Los Milagros,306,2017
05665 SAN PEDRO DE URABÁ,690,2008
05665 SAN PEDRO DE URABÁ,717,2009
05665 San Pedro de Urabá,770,2010
05665 San Pedro de Urabá,671,2011
05665 San Pedro de Urabá,654,2012
05665 San Pedro de Urabá,578,2013
05665 San Pedro de Urabá,543,2014
05665 San Pedro de Urabá,481,2015
05665 San Pedro de Urabá,497,2016
05665 San Pedro de Urabá,510,2017
05667 SAN RAFAEL,198,2008
05667 SAN RAFAEL,187,2009
05667 San Rafael,171,2010
05667 San Rafael,148,2011
05667 San Rafael,170,2012
05667 San Rafael,154,2013
05667 San Rafael,157,2014
05667 San Rafael,173,2015
05667 San Rafael,169,2016
05667 San Rafael,149,2017
05670 SAN ROQUE,316,2008
05670 SAN ROQUE,269,2009
05670 San Roque,252,2010
05670 San Roque,260,2011
05670 San Roque,263,2012
05670 San Roque,239,2013
05670 San Roque,212,2014
05670 San Roque,200,2015
05670 San Roque,192,2016
05670 San Roque,190,2017
05674 SAN VICENTE,258,2008
05674 SAN VICENTE,264,2009
05674 San Vicente,233,2010
05674 San Vicente,210,2011
05674 San Vicente,194,2012
05674 San Vicente,200,2013
05674 San Vicente,204,2014
05674 San Vicente,200,2015
05674 San Vicente,169,2016
05674 San Vicente,191,2017
05679 SANTA BÁRBARA,306,2008
05679 SANTA BÁRBARA,305,2009
05679 Santa Bárbara,249,2010
05679 Santa Bárbara,273,2011
05679 Santa Bárbara,262,2012
05679 Santa Bárbara,233,2013
05679 Santa Bárbara,212,2014
05679 Santa Bárbara,204,2015
05679 Santa Bárbara,202,2016
05679 Santa Bárbara,180,2017
05686 SANTA ROSA DE OSOS,570,2008
05686 SANTA ROSA DE OSOS,593,2009
05686 Santa Rosa de Osos,509,2010
05686 Santa Rosa de Osos,471,2011
05686 Santa Rosa de Osos,496,2012
05686 Santa Rosa de Osos,475,2013
05686 Santa Rosa de Osos,449,2014
05686 Santa Rosa de Osos,468,2015
05686 Santa Rosa de Osos,464,2016
05686 Santa Rosa de Osos,432,2017
05690 SANTO DOMINGO,152,2008
05690 SANTO DOMINGO,157,2009
05690 Santo Domingo,131,2010
05690 Santo Domingo,102,2011
05690 Santo Domingo,100,2012
05690 Santo Domingo,89,2013
05690 Santo Domingo,85,2014
05690 Santo Domingo,89,2015
05690 Santo Domingo,107,2016
05690 Santo Domingo,101,2017
05697 EL SANTUARIO,504,2008
05697 EL SANTUARIO,487,2009
05697 El Santuario,462,2010
05697 El Santuario,444,2011
05697 El Santuario,463,2012
05697 El Santuario,433,2013
05697 El Santuario,492,2014
05697 El Santuario,451,2015
05697 El Santuario,489,2016
05697 El Santuario,514,2017
05736 SEGOVIA,582,2008
05736 SEGOVIA,645,2009
05736 Segovia,643,2010
05736 Segovia,652,2011
05736 Segovia,696,2012
05736 Segovia,561,2013
05736 Segovia,489,2014
05736 Segovia,545,2015
05736 Segovia,540,2016
05736 Segovia,551,2017
05756 SONSÓN,573,2008
05756 SONSÓN,517,2009
05756 Sonsón,460,2010
05756 Sonsón,453,2011
05756 Sonsón,465,2012
05756 Sonsón,446,2013
05756 Sonsón,371,2014
05756 Sonsón,310,2015
05756 Sonsón,333,2016
05756 Sonsón,376,2017
05761 SOPETRÁN,178,2008
05761 SOPETRÁN,188,2009
05761 Sopetrán,167,2010
05761 Sopetrán,145,2011
05761 Sopetrán,150,2012
05761 Sopetrán,148,2013
05761 Sopetrán,157,2014
05761 Sopetrán,112,2015
05761 Sopetrán,133,2016
05761 Sopetrán,147,2017
05789 TÁMESIS,216,2008
05789 TÁMESIS,161,2009
05789 Támesis,174,2010
05789 Támesis,127,2011
05789 Támesis,137,2012
05789 Támesis,154,2013
05789 Támesis,144,2014
05789 Támesis,160,2015
05789 Támesis,125,2016
05789 Támesis,112,2017
05790 TARAZÁ,914,2008
05790 TARAZÁ,721,2009
05790 Tarazá,587,2010
05790 Tarazá,560,2011
05790 Tarazá,690,2012
05790 Tarazá,581,2013
05790 Tarazá,581,2014
05790 Tarazá,542,2015
05790 Tarazá,550,2016
05790 Tarazá,535,2017
05792 TARSO,61,2008
05792 TARSO,68,2009
05792 Tarso,64,2010
05792 Tarso,48,2011
05792 Tarso,72,2012
05792 Tarso,64,2013
05792 Tarso,42,2014
05792 Tarso,49,2015
05792 Tarso,65,2016
05792 Tarso,61,2017
05809 TITIRIBÍ,102,2008
05809 TITIRIBÍ,119,2009
05809 Titiribí,70,2010
05809 Titiribí,82,2011
05809 Titiribí,85,2012
05809 Titiribí,107,2013
05809 Titiribí,52,2014
05809 Titiribí,65,2015
05809 Titiribí,67,2016
05809 Titiribí,70,2017
05819 TOLEDO,111,2008
05819 TOLEDO,80,2009
05819 Toledo,103,2010
05819 Toledo,88,2011
05819 Toledo,97,2012
05819 Toledo,79,2013
05819 Toledo,61,2014
05819 Toledo,67,2015
05819 Toledo,72,2016
05819 Toledo,67,2017
05837 TURBO,3249,2008
05837 TURBO,3031,2009
05837 Turbo,2833,2010
05837 Turbo,2939,2011
05837 Turbo,2986,2012
05837 Turbo,2690,2013
05837 Turbo,2729,2014
05837 Turbo,2600,2015
05837 Turbo,2513,2016
05837 Turbo,2770,2017
05842 URAMITA,128,2008
05842 URAMITA,109,2009
05842 Uramita,109,2010
05842 Uramita,92,2011
05842 Uramita,105,2012
05842 Uramita,98,2013
05842 Uramita,94,2014
05842 Uramita,76,2015
05842 Uramita,82,2016
05842 Uramita,88,2017
05847 URRAO,443,2008
05847 URRAO,449,2009
05847 Urrao,387,2010
05847 Urrao,429,2011
05847 Urrao,385,2012
05847 Urrao,411,2013
05847 Urrao,441,2014
05847 Urrao,466,2015
05847 Urrao,456,2016
05847 Urrao,481,2017
05854 VALDIVIA,388,2008
05854 VALDIVIA,328,2009
05854 Valdivia,282,2010
05854 Valdivia,260,2011
05854 Valdivia,210,2012
05854 Valdivia,193,2013
05854 Valdivia,216,2014
05854 Valdivia,180,2015
05854 Valdivia,249,2016
05854 Valdivia,265,2017
05856 VALPARAÍSO,58,2008
05856 VALPARAÍSO,65,2009
05856 Valparaíso,52,2010
05856 Valparaíso,60,2011
05856 Valparaíso,51,2012
05856 Valparaíso,56,2013
05856 Valparaíso,43,2014
05856 Valparaíso,48,2015
05856 Valparaíso,30,2016
05856 Valparaíso,54,2017
05858 VEGACHÍ,228,2008
05858 VEGACHÍ,197,2009
05858 Vegachí,219,2010
05858 Vegachí,212,2011
05858 Vegachí,202,2012
05858 Vegachí,162,2013
05858 Vegachí,176,2014
05858 Vegachí,175,2015
05858 Vegachí,145,2016
05858 Vegachí,170,2017
05861 VENECIA,163,2008
05861 VENECIA,149,2009
05861 Venecia,132,2010
05861 Venecia,118,2011
05861 Venecia,113,2012
05861 Venecia,70,2013
05861 Venecia,88,2014
05861 Venecia,94,2015
05861 Venecia,88,2016
05861 Venecia,78,2017
05873 VIGÍA DEL FUERTE,106,2008
05873 VIGÍA DEL FUERTE,93,2009
05873 Vigía del Fuerte,117,2010
05873 Vigía del Fuerte,91,2011
05873 Vigía del Fuerte,117,2012
05873 Vigía del Fuerte,77,2013
05873 Vigía del Fuerte,78,2014
05873 Vigía del Fuerte,112,2015
05873 Vigía del Fuerte,87,2016
05873 Vigía del Fuerte,129,2017
05885 YALÍ,104,2008
05885 YALÍ,88,2009
05885 Yalí,86,2010
05885 Yalí,86,2011
05885 Yalí,76,2012
05885 Yalí,73,2013
05885 Yalí,90,2014
05885 Yalí,80,2015
05885 Yalí,71,2016
05885 Yalí,67,2017
05887 YARUMAL,835,2008
05887 YARUMAL,864,2009
05887 Yarumal,721,2010
05887 Yarumal,690,2011
05887 Yarumal,701,2012
05887 Yarumal,697,2013
05887 Yarumal,697,2014
05887 Yarumal,690,2015
05887 Yarumal,624,2016
05887 Yarumal,651,2017
05890 YOLOMBÓ,401,2008
05890 YOLOMBÓ,368,2009
05890 Yolombó,255,2010
05890 Yolombó,227,2011
05890 Yolombó,215,2012
05890 Yolombó,238,2013
05890 Yolombó,256,2014
05890 Yolombó,227,2015
05890 Yolombó,202,2016
05890 Yolombó,245,2017
05893 YONDÓ,250,2008
05893 YONDÓ,336,2009
05893 Yondó,272,2010
05893 Yondó,328,2011
05893 Yondó,280,2012
05893 Yondó,283,2013
05893 Yondó,325,2014
05893 Yondó,285,2015
05893 Yondó,315,2016
05893 Yondó,275,2017
05895 ZARAGOZA,580,2008
05895 ZARAGOZA,581,2009
05895 Zaragoza,514,2010
05895 Zaragoza,511,2011
05895 Zaragoza,571,2012
05895 Zaragoza,536,2013
05895 Zaragoza,502,2014
05895 Zaragoza,477,2015
05895 Zaragoza,364,2016
05895 Zaragoza,423,2017
05999 SIN INFORMACIÓN,483,2008
05999 SIN INFORMACIÓN,497,2009
08001 BARRANQUILLA,23651,2008
08001 BARRANQUILLA,23251,2009
08001 Barranquilla,20785,2010
08001 Barranquilla,19909,2011
08001 Barranquilla,23348,2012
08001 Barranquilla,22899,2013
08001 Barranquilla,24531,2014
08001 Barranquilla,24126,2015
08001 Barranquilla,24414,2016
08001 Barranquilla,23957,2017
08078 BARANOA,946,2008
08078 BARANOA,935,2009
08078 Baranoa,826,2010
08078 Baranoa,854,2011
08078 Baranoa,869,2012
08078 Baranoa,868,2013
08078 Baranoa,910,2014
08078 Baranoa,914,2015
08078 Baranoa,934,2016
08078 Baranoa,878,2017
08137 CAMPO DE LA CRUZ,260,2008
08137 CAMPO DE LA CRUZ,258,2009
08137 Campo de La Cruz,158,2010
08137 Campo de La Cruz,152,2011
08137 Campo de La Cruz,221,2012
08137 Campo de La Cruz,267,2013
08137 Campo de La Cruz,255,2014
08137 Campo de La Cruz,242,2015
08137 Campo de La Cruz,264,2016
08137 Campo de La Cruz,323,2017
08141 CANDELARIA,191,2008
08141 CANDELARIA,195,2009
08141 Candelaria,139,2010
08141 Candelaria,184,2011
08141 Candelaria,193,2012
08141 Candelaria,178,2013
08141 Candelaria,191,2014
08141 Candelaria,197,2015
08141 Candelaria,190,2016
08141 Candelaria,200,2017
08296 GALAPA,622,2008
08296 GALAPA,567,2009
08296 Galapa,502,2010
08296 Galapa,495,2011
08296 Galapa,629,2012
08296 Galapa,576,2013
08296 Galapa,660,2014
08296 Galapa,584,2015
08296 Galapa,605,2016
08296 Galapa,694,2017
08372 JUAN DE ACOSTA,272,2008
08372 JUAN DE ACOSTA,230,2009
08372 Juan de Acosta,231,2010
08372 Juan de Acosta,204,2011
08372 Juan de Acosta,238,2012
08372 Juan de Acosta,246,2013
08372 Juan de Acosta,213,2014
08372 Juan de Acosta,236,2015
08372 Juan de Acosta,191,2016
08372 Juan de Acosta,231,2017
08421 LURUACO,382,2008
08421 LURUACO,390,2009
08421 Luruaco,271,2010
08421 Luruaco,327,2011
08421 Luruaco,349,2012
08421 Luruaco,369,2013
08421 Luruaco,397,2014
08421 Luruaco,385,2015
08421 Luruaco,400,2016
08421 Luruaco,507,2017
08433 MALAMBO,1827,2008
08433 MALAMBO,1675,2009
08433 Malambo,1478,2010
08433 Malambo,1597,2011
08433 Malambo,1662,2012
08433 Malambo,1579,2013
08433 Malambo,1640,2014
08433 Malambo,1571,2015
08433 Malambo,1523,2016
08433 Malambo,1727,2017
08436 MANATÍ,203,2008
08436 MANATÍ,158,2009
08436 Manatí,125,2010
08436 Manatí,163,2011
08436 Manatí,199,2012
08436 Manatí,188,2013
08436 Manatí,218,2014
08436 Manatí,241,2015
08436 Manatí,278,2016
08436 Manatí,357,2017
08520 PALMAR DE VARELA,377,2008
08520 PALMAR DE VARELA,342,2009
08520 Palmar de Varela,310,2010
08520 Palmar de Varela,343,2011
08520 Palmar de Varela,343,2012
08520 Palmar de Varela,372,2013
08520 Palmar de Varela,351,2014
08520 Palmar de Varela,348,2015
08520 Palmar de Varela,306,2016
08520 Palmar de Varela,343,2017
08549 PIOJÓ,53,2008
08549 PIOJÓ,45,2009
08549 Piojó,44,2010
08549 Piojó,39,2011
08549 Piojó,70,2012
08549 Piojó,65,2013
08549 Piojó,51,2014
08549 Piojó,56,2015
08549 Piojó,40,2016
08549 Piojó,57,2017
08558 POLONUEVO,264,2008
08558 POLONUEVO,226,2009
08558 Polonuevo,193,2010
08558 Polonuevo,216,2011
08558 Polonuevo,242,2012
08558 Polonuevo,196,2013
08558 Polonuevo,250,2014
08558 Polonuevo,198,2015
08558 Polonuevo,223,2016
08558 Polonuevo,217,2017
08560 PONEDERA,351,2008
08560 PONEDERA,291,2009
08560 Ponedera,216,2010
08560 Ponedera,250,2011
08560 Ponedera,305,2012
08560 Ponedera,375,2013
08560 Ponedera,326,2014
08560 Ponedera,269,2015
08560 Ponedera,311,2016
08560 Ponedera,394,2017
08573 PUERTO COLOMBIA,445,2008
08573 PUERTO COLOMBIA,430,2009
08573 Puerto Colombia,391,2010
08573 Puerto Colombia,432,2011
08573 Puerto Colombia,482,2012
08573 Puerto Colombia,518,2013
08573 Puerto Colombia,486,2014
08573 Puerto Colombia,522,2015
08573 Puerto Colombia,579,2016
08573 Puerto Colombia,703,2017
08606 REPELÓN,398,2008
08606 REPELÓN,340,2009
08606 Repelón,285,2010
08606 Repelón,315,2011
08606 Repelón,330,2012
08606 Repelón,285,2013
08606 Repelón,299,2014
08606 Repelón,305,2015
08606 Repelón,298,2016
08606 Repelón,358,2017
08634 SABANAGRANDE,421,2008
08634 SABANAGRANDE,434,2009
08634 Sabanagrande,361,2010
08634 Sabanagrande,388,2011
08634 Sabanagrande,421,2012
08634 Sabanagrande,443,2013
08634 Sabanagrande,433,2014
08634 Sabanagrande,352,2015
08634 Sabanagrande,361,2016
08634 Sabanagrande,358,2017
08638 SABANALARGA,1496,2008
08638 SABANALARGA,1455,2009
08638 Sabanalarga,1188,2010
08638 Sabanalarga,1458,2011
08638 Sabanalarga,1560,2012
08638 Sabanalarga,1480,2013
08638 Sabanalarga,1557,2014
08638 Sabanalarga,1522,2015
08638 Sabanalarga,1535,2016
08638 Sabanalarga,1598,2017
08675 SANTA LUCÍA,136,2008
08675 SANTA LUCÍA,103,2009
08675 Santa Lucía,69,2010
08675 Santa Lucía,79,2011
08675 Santa Lucía,127,2012
08675 Santa Lucía,132,2013
08675 Santa Lucía,136,2014
08675 Santa Lucía,170,2015
08675 Santa Lucía,167,2016
08675 Santa Lucía,197,2017
08685 SANTO TOMÁS,304,2008
08685 SANTO TOMÁS,276,2009
08685 Santo Tomás,310,2010
08685 Santo Tomás,326,2011
08685 Santo Tomás,377,2012
08685 Santo Tomás,340,2013
08685 Santo Tomás,357,2014
08685 Santo Tomás,331,2015
08685 Santo Tomás,328,2016
08685 Santo Tomás,369,2017
08758 SOLEDAD,8304,2008
08758 SOLEDAD,7801,2009
08758 Soledad,6926,2010
08758 Soledad,6925,2011
08758 Soledad,7485,2012
08758 Soledad,7254,2013
08758 Soledad,7314,2014
08758 Soledad,7638,2015
08758 Soledad,7579,2016
08758 Soledad,8223,2017
08770 SUAN,119,2008
08770 SUAN,96,2009
08770 Suan,90,2010
08770 Suan,116,2011
08770 Suan,142,2012
08770 Suan,123,2013
08770 Suan,137,2014
08770 Suan,125,2015
08770 Suan,129,2016
08770 Suan,182,2017
08832 TUBARÁ,150,2008
08832 TUBARÁ,163,2009
08832 Tubará,137,2010
08832 Tubará,132,2011
08832 Tubará,168,2012
08832 Tubará,169,2013
08832 Tubará,159,2014
08832 Tubará,159,2015
08832 Tubará,127,2016
08832 Tubará,130,2017
08849 USIACURÍ,127,2008
08849 USIACURÍ,136,2009
08849 Usiacurí,111,2010
08849 Usiacurí,138,2011
08849 Usiacurí,113,2012
08849 Usiacurí,132,2013
08849 Usiacurí,143,2014
08849 Usiacurí,130,2015
08849 Usiacurí,98,2016
08849 Usiacurí,132,2017
08999 SIN INFORMACIÓN,133,2008
08999 SIN INFORMACIÓN,92,2009
13001 CARTAGENA,16888,2008
13001 CARTAGENA,19696,2009
13001 Cartagena,17093,2010
13001 Cartagena,19014,2011
13001 Cartagena,19929,2012
13001 Cartagena,19274,2013
13001 Cartagena,20167,2014
13001 Cartagena,19797,2015
13001 Cartagena,19051,2016
13001 Cartagena,19493,2017
13006 ACHÍ,292,2008
13006 ACHÍ,315,2009
13006 Achí,275,2010
13006 Achí,314,2011
13006 Achí,335,2012
13006 Achí,397,2013
13006 Achí,355,2014
13006 Achí,285,2015
13006 Achí,359,2016
13006 Achí,371,2017
13030 ALTOS DEL ROSARIO,131,2008
13030 ALTOS DEL ROSARIO,166,2009
13030 Altos del Rosario,146,2010
13030 Altos del Rosario,167,2011
13030 Altos del Rosario,176,2012
13030 Altos del Rosario,206,2013
13030 Altos del Rosario,189,2014
13030 Altos del Rosario,191,2015
13030 Altos del Rosario,206,2016
13030 Altos del Rosario,196,2017
13042 ARENAL,83,2008
13042 ARENAL,146,2009
13042 Arenal,181,2010
13042 Arenal,222,2011
13042 Arenal,223,2012
13042 Arenal,210,2013
13042 Arenal,207,2014
13042 Arenal,200,2015
13042 Arenal,181,2016
13042 Arenal,180,2017
13052 ARJONA,919,2008
13052 ARJONA,921,2009
13052 Arjona,803,2010
13052 Arjona,886,2011
13052 Arjona,1004,2012
13052 Arjona,971,2013
13052 Arjona,1041,2014
13052 Arjona,1021,2015
13052 Arjona,964,2016
13052 Arjona,1133,2017
13062 ARROYOHONDO,67,2008
13062 ARROYOHONDO,60,2009
13062 Arroyohondo,67,2010
13062 Arroyohondo,77,2011
13062 Arroyohondo,76,2012
13062 Arroyohondo,72,2013
13062 Arroyohondo,83,2014
13062 Arroyohondo,80,2015
13062 Arroyohondo,96,2016
13062 Arroyohondo,85,2017
13074 BARRANCO DE LOBA,181,2008
13074 BARRANCO DE LOBA,254,2009
13074 Barranco de Loba,199,2010
13074 Barranco de Loba,274,2011
13074 Barranco de Loba,303,2012
13074 Barranco de Loba,285,2013
13074 Barranco de Loba,310,2014
13074 Barranco de Loba,305,2015
13074 Barranco de Loba,274,2016
13074 Barranco de Loba,330,2017
13140 CALAMAR,362,2008
13140 CALAMAR,351,2009
13140 Calamar,277,2010
13140 Calamar,371,2011
13140 Calamar,364,2012
13140 Calamar,307,2013
13140 Calamar,307,2014
13140 Calamar,264,2015
13140 Calamar,217,2016
13140 Calamar,292,2017
13160 CANTAGALLO,133,2008
13160 CANTAGALLO,137,2009
13160 Cantagallo,103,2010
13160 Cantagallo,138,2011
13160 Cantagallo,130,2012
13160 Cantagallo,78,2013
13160 Cantagallo,106,2014
13160 Cantagallo,77,2015
13160 Cantagallo,89,2016
13160 Cantagallo,94,2017
13188 CICUCO,163,2008
13188 CICUCO,173,2009
13188 Cicuco,171,2010
13188 Cicuco,194,2011
13188 Cicuco,226,2012
13188 Cicuco,240,2013
13188 Cicuco,197,2014
13188 Cicuco,215,2015
13188 Cicuco,227,2016
13188 Cicuco,195,2017
13212 CÓRDOBA,182,2008
13212 CÓRDOBA,240,2009
13212 Córdoba,165,2010
13212 Córdoba,160,2011
13212 Córdoba,177,2012
13212 Córdoba,171,2013
13212 Córdoba,156,2014
13212 Córdoba,126,2015
13212 Córdoba,149,2016
13212 Córdoba,130,2017
13222 CLEMENCIA,166,2008
13222 CLEMENCIA,180,2009
13222 Clemencia,158,2010
13222 Clemencia,153,2011
13222 Clemencia,185,2012
13222 Clemencia,160,2013
13222 Clemencia,233,2014
13222 Clemencia,216,2015
13222 Clemencia,210,2016
13222 Clemencia,243,2017
13244 EL CARMEN DE BOLÍVAR,1093,2008
13244 EL CARMEN DE BOLÍVAR,1245,2009
13244 El Carmen de Bolívar,1206,2010
13244 El Carmen de Bolívar,1517,2011
13244 El Carmen de Bolívar,1557,2012
13244 El Carmen de Bolívar,1389,2013
13244 El Carmen de Bolívar,1575,2014
13244 El Carmen de Bolívar,1510,2015
13244 El Carmen de Bolívar,1377,2016
13244 El Carmen de Bolívar,1349,2017
13248 EL GUAMO,72,2008
13248 EL GUAMO,99,2009
13248 El Guamo,87,2010
13248 El Guamo,82,2011
13248 El Guamo,73,2012
13248 El Guamo,82,2013
13248 El Guamo,58,2014
13248 El Guamo,60,2015
13248 El Guamo,56,2016
13248 El Guamo,68,2017
13268 EL PEÑÓN,135,2008
13268 EL PEÑÓN,134,2009
13268 El Peñón,107,2010
13268 El Peñón,119,2011
13268 El Peñón,118,2012
13268 El Peñón,121,2013
13268 El Peñón,134,2014
13268 El Peñón,98,2015
13268 El Peñón,124,2016
13268 El Peñón,111,2017
13300 HATILLO DE LOBA,114,2008
13300 HATILLO DE LOBA,146,2009
13300 Hatillo de Loba,145,2010
13300 Hatillo de Loba,162,2011
13300 Hatillo de Loba,161,2012
13300 Hatillo de Loba,145,2013
13300 Hatillo de Loba,196,2014
13300 Hatillo de Loba,209,2015
13300 Hatillo de Loba,209,2016
13300 Hatillo de Loba,290,2017
13430 MAGANGUÉ,1924,2008
13430 MAGANGUÉ,2271,2009
13430 Magangué,2168,2010
13430 Magangué,2448,2011
13430 Magangué,3024,2012
13430 Magangué,2652,2013
13430 Magangué,2686,2014
13430 Magangué,2483,2015
13430 Magangué,2350,2016
13430 Magangué,2878,2017
13433 MAHATES,316,2008
13433 MAHATES,349,2009
13433 Mahates,252,2010
13433 Mahates,339,2011
13433 Mahates,365,2012
13433 Mahates,263,2013
13433 Mahates,349,2014
13433 Mahates,328,2015
13433 Mahates,310,2016
13433 Mahates,358,2017
13440 MARGARITA,119,2008
13440 MARGARITA,144,2009
13440 Margarita,96,2010
13440 Margarita,102,2011
13440 Margarita,106,2012
13440 Margarita,104,2013
13440 Margarita,95,2014
13440 Margarita,103,2015
13440 Margarita,108,2016
13440 Margarita,149,2017
13442 MARÍA LA BAJA,825,2008
13442 MARÍA LA BAJA,843,2009
13442 María La Baja,679,2010
13442 María La Baja,785,2011
13442 María La Baja,936,2012
13442 María La Baja,766,2013
13442 María La Baja,851,2014
13442 María La Baja,833,2015
13442 María La Baja,829,2016
13442 María La Baja,887,2017
13458 MONTECRISTO,78,2008
13458 MONTECRISTO,107,2009
13458 Montecristo,70,2010
13458 Montecristo,119,2011
13458 Montecristo,123,2012
13458 Montecristo,136,2013
13458 Montecristo,114,2014
13458 Montecristo,120,2015
13458 Montecristo,137,2016
13458 Montecristo,138,2017
13468 MOMPÓS,605,2008
13468 MOMPÓS,733,2009
13468 Mompós,699,2010
13468 Mompós,780,2011
13468 Mompós,877,2012
13468 Mompós,771,2013
13468 Mompós,777,2014
13468 Mompós,806,2015
13468 Mompós,707,2016
13468 Mompós,753,2017
13473 MORALES,200,2008
13473 MORALES,206,2009
13473 Morales,189,2010
13473 Morales,201,2011
13473 Morales,204,2012
13473 Morales,210,2013
13473 Morales,189,2014
13473 Morales,237,2015
13473 Morales,222,2016
13473 Morales,270,2017
13490 NOROSÍ,4,2008
13490 NOROSÍ,1,2009
13490 Norosí,21,2010
13490 Norosí,51,2011
13490 Norosí,51,2012
13490 Norosí,90,2013
13490 Norosí,62,2014
13490 Norosí,70,2015
13490 Norosí,52,2016
13490 Norosí,88,2017
13549 PINILLOS,216,2008
13549 PINILLOS,234,2009
13549 Pinillos,216,2010
13549 Pinillos,270,2011
13549 Pinillos,291,2012
13549 Pinillos,286,2013
13549 Pinillos,271,2014
13549 Pinillos,274,2015
13549 Pinillos,374,2016
13549 Pinillos,342,2017
13580 REGIDOR,50,2008
13580 REGIDOR,93,2009
13580 Regidor,79,2010
13580 Regidor,73,2011
13580 Regidor,104,2012
13580 Regidor,91,2013
13580 Regidor,90,2014
13580 Regidor,83,2015
13580 Regidor,77,2016
13580 Regidor,87,2017
13600 RÍO VIEJO,144,2008
13600 RÍO VIEJO,151,2009
13600 Río Viejo,122,2010
13600 Río Viejo,162,2011
13600 Río Viejo,159,2012
13600 Río Viejo,152,2013
13600 Río Viejo,121,2014
13600 Río Viejo,119,2015
13600 Río Viejo,126,2016
13600 Río Viejo,125,2017
13620 SAN CRISTÓBAL,61,2008
13620 SAN CRISTÓBAL,48,2009
13620 San Cristóbal,62,2010
13620 San Cristóbal,74,2011
13620 San Cristóbal,65,2012
13620 San Cristóbal,63,2013
13620 San Cristóbal,69,2014
13620 San Cristóbal,76,2015
13620 San Cristóbal,77,2016
13620 San Cristóbal,86,2017
13647 SAN ESTANISLAO,159,2008
13647 SAN ESTANISLAO,225,2009
13647 San Estanislao,141,2010
13647 San Estanislao,198,2011
13647 San Estanislao,158,2012
13647 San Estanislao,137,2013
13647 San Estanislao,123,2014
13647 San Estanislao,106,2015
13647 San Estanislao,127,2016
13647 San Estanislao,158,2017
13650 SAN FERNANDO,136,2008
13650 SAN FERNANDO,130,2009
