,Region,Municipality,Births,Month,Year
0,81,81220,359,7,2016
0,81,81220,401,8,2016
0,81,81220,437,9,2016
0,81,81220,332,10,2016
0,81,81220,330,11,2016
0,81,81220,353,12,2016
0,81,81591,368,5,2016
0,81,81591,331,6,2016
0,81,81591,389,1,2016
0,81,81591,354,2,2016
0,81,81591,389,3,2016
0,81,81591,367,4,2016
0,81,81591,359,7,2016
0,81,81591,401,8,2016
0,81,81591,437,9,2016
0,81,81591,332,10,2016
0,81,81591,330,11,2016
0,81,81591,353,12,2016
0,81,81065,368,5,2016
0,81,81065,331,6,2016
0,81,81065,389,1,2016
0,81,81065,354,2,2016
0,81,81065,389,3,2016
0,81,81065,367,4,2016
0,81,81065,359,7,2016
0,81,81065,401,8,2016
0,81,81065,437,9,2016
0,81,81065,332,10,2016
0,81,81065,330,11,2016
0,81,81065,353,12,2016
0,54,54553,1816,8,2016
0,54,54553,1662,1,2016
0,54,54553,1641,2,2016
0,54,54553,1791,3,2016
0,54,54553,1743,4,2016
0,54,54553,1709,5,2016
0,54,54553,1734,6,2016
0,54,54553,1560,7,2016
0,54,54553,1822,9,2016
0,54,54553,1689,10,2016
0,54,54553,1619,11,2016
0,54,54553,1623,12,2016
0,54,54001,1816,8,2016
0,54,54001,1662,1,2016
0,54,54001,1641,2,2016
0,54,54001,1791,3,2016
0,54,54001,1743,4,2016
0,54,54001,1709,5,2016
0,54,54001,1734,6,2016
0,54,54001,1560,7,2016
0,54,54001,1822,9,2016
0,54,54001,1689,10,2016
0,54,54001,1619,11,2016
0,54,54001,1623,12,2016
0,54,54498,1816,8,2016
0,54,54498,1662,1,2016
0,54,54498,1641,2,2016
0,54,54498,1791,3,2016
0,54,54498,1743,4,2016
0,54,54498,1709,5,2016
0,54,54498,1734,6,2016
0,54,54498,1560,7,2016
0,54,54498,1822,9,2016
0,54,54498,1689,10,2016
0,54,54498,1619,11,2016
0,54,54498,1623,12,2016
0,54,54518,1816,8,2016
0,54,54518,1662,1,2016
0,54,54518,1641,2,2016
0,54,54518,1791,3,2016
0,54,54518,1743,4,2016
0,54,54518,1709,5,2016
0,54,54518,1734,6,2016
0,54,54518,1560,7,2016
0,54,54518,1822,9,2016
0,54,54518,1689,10,2016
0,54,54518,1619,11,2016
0,54,54518,1623,12,2016
0,54,54405,1816,8,2016
0,54,54405,1662,1,2016
0,54,54405,1641,2,2016
0,54,54405,1791,3,2016
0,54,54405,1743,4,2016
0,54,54405,1709,5,2016
0,54,54405,1734,6,2016
0,54,54405,1560,7,2016
0,54,54405,1822,9,2016
0,54,54405,1689,10,2016
0,54,54405,1619,11,2016
0,54,54405,1623,12,2016
0,54,54245,1816,8,2016
0,54,54245,1662,1,2016
0,54,54245,1641,2,2016
0,54,54245,1791,3,2016
0,54,54245,1743,4,2016
0,54,54245,1709,5,2016
0,54,54245,1734,6,2016
0,54,54245,1560,7,2016
0,54,54245,1822,9,2016
0,54,54245,1689,10,2016
0,54,54245,1619,11,2016
0,54,54245,1623,12,2016
0,54,54810,1816,8,2016
0,54,54810,1662,1,2016
0,54,54810,1641,2,2016
0,54,54810,1791,3,2016
0,54,54810,1743,4,2016
0,54,54810,1709,5,2016
0,54,54810,1734,6,2016
0,54,54810,1560,7,2016
0,54,54810,1822,9,2016
0,54,54810,1689,10,2016
0,54,54810,1619,11,2016
0,54,54810,1623,12,2016
0,54,54250,1816,8,2016
0,54,54250,1662,1,2016
0,54,54250,1641,2,2016
0,54,54250,1791,3,2016
0,54,54250,1743,4,2016
0,54,54250,1709,5,2016
0,54,54250,1734,6,2016
0,54,54250,1560,7,2016
0,54,54250,1822,9,2016
0,54,54250,1689,10,2016
0,54,54250,1619,11,2016
0,54,54250,1623,12,2016
